id,imdb_user_rating,year,genre,MovieID,word_counts
tt8106576,7.6,2018,Documentary,tt8106576,"{'s': 349, 'medical': 209, 'documentary': 175, 'devices': 127, 'nt': 114, 'fda': 102, 'film': 93, 'told': 92, 'women': 82, 'industry': 82, 'movie': 75, 'people': 74, 'think': 73, 'pain': 71, 'surgery': 63, 'actually': 52, 'back': 52, 'ask': 52, 'body': 51, 'years': 51}"
tt5424228,7.4,2018,Documentary,tt5424228,"{'gilda': 255, 's': 120, 'love': 115, 'film': 90, 'life': 90, 'radner': 85, 'nt': 70, 'snl': 55, 'documentary': 45, 'live': 45, 'did': 45, 'gene': 40, 'cancer': 40, 'great': 35, 'saturday': 35, 'night': 35, 'story': 35, 'comedy': 35, 'felt': 35, 'people': 30}"
tt7689966,7.9,2018,Documentary,tt7689966,"{'williams': 1219, 'robin': 925, 's': 636, 'documentary': 516, 'life': 434, 'film': 391, 'nt': 333, 'mind': 297, 'man': 265, 'come': 220, 'time': 218, 'interviews': 188, 'great': 168, 'zenovich': 158, 'world': 157, 'actor': 153, 'people': 142, 'subject': 141, 'career': 141, 'watch': 126}"
tt6851066,7.4,2018,Documentary,tt6851066,"{'kubrick': 1495, 'vitali': 1249, 's': 919, 'film': 702, 'leon': 648, 'stanley': 369, 'man': 351, 'work': 258, 'documentary': 257, 'films': 244, 'great': 219, 'life': 203, 'story': 187, 'movie': 167, 'did': 167, 'filmworker': 166, 'director': 165, 'dedicated': 165, 'years': 165, 'worked': 164}"
tt8014482,7.2,2018,Documentary,tt8014482,"{'film': 260, 'graves': 220, 's': 180, 'milford': 160, 'time': 80, 'footage': 80, 'beautiful': 60, 'musical': 60, 'life': 60, 'jazz': 60, 'meets': 60, 'music': 60, 'documentary': 60, 'sounds': 60, 'archival': 60, 'close': 60, 'jake': 60, 'editing': 60, 'nt': 60, 'full': 40}"
tt8904630,7.8,2018,Documentary,tt8904630,"{'s': 40, 'overall': 40, 'know': 20, 'american': 20, 'politics': 20, 'english': 20, 'man': 20, '3000': 20, 'miles': 20, 'away': 20, 'system': 20, 'fascinating': 20, 'compared': 20, 'ukif': 20, 'enjoy': 20, 'real': 20, 'life': 20, 'drama': 20, 'set': 20, 'living': 20}"
tt8201142,6.7,2018,Documentary,tt8201142,"{'s': 125, 'isaac': 85, 'money': 75, 'good': 60, 'film': 60, 'dark': 55, 'drama': 55, 'story': 55, 'parents': 55, 'acting': 55, 'nt': 50, 'abuse': 45, 'series': 40, 'child': 40, 'hollywood': 35, 'abused': 35, 'producer': 35, 'sexual': 35, 'script': 35, 'fincham': 30}"
tt7210348,6.6,2018,Documentary,tt7210348,"{'documentary': 180, 'basquiat': 100, 'did': 40, 'watching': 40, 'jean': 40, 'michel': 40, 'nt': 40, 'quarter': 40, 'cinema': 20, 'thought': 20, 'fantastic': 20, 'inspirational': 20, 'talented': 20, 'tragic': 20, 'sara': 20, 'driver': 20, 'awesome': 20, 'job': 20, 'found': 20, 'second': 20}"
tt6532954,7.3,2018,Documentary,tt6532954,"{'protests': 66, 'director': 54, 'salles': 54, 'france': 54, 's': 54, 'film': 54, 'documentary': 42, 'intense': 42, 'time': 42, 'social': 42, 'voice': 42, '1968': 30, 'china': 30, 'moments': 30, 'class': 30, 'joao': 24, 'political': 24, 'amateur': 24, 'footage': 24, 'mother': 24}"
tt7364566,7.2,2018,Documentary,tt7364566,"{'callas': 459, 's': 303, 'maria': 239, 'life': 161, 'film': 154, 'opera': 139, 'documentary': 110, 'interviews': 100, 'volf': 86, 'career': 76, 'great': 75, 'footage': 72, 'words': 67, 'world': 65, 'years': 61, 'voice': 55, 'singer': 54, 'nt': 54, 'aristotle': 53, 'onassis': 52}"
tt6471628,7.1,2018,Documentary,tt6471628,"{'ailes': 250, 'news': 250, 'fox': 180, 's': 120, 'man': 100, 'roger': 100, 'channel': 100, 'documentary': 80, 'fact': 70, 'people': 60, 'doc': 60, 'country': 60, 'right': 60, 'film': 60, 'story': 60, 'movie': 60, 'evil': 60, 'political': 50, 'nt': 50, 'days': 50}"
tt7689964,7.6,2018,Documentary,tt7689964,"{'s': 840, 'documentary': 672, 'ginsburg': 630, 'court': 616, 'rbg': 560, 'nt': 546, 'film': 504, 'women': 462, 'supreme': 392, 'justice': 378, 'law': 378, 'woman': 336, 'life': 308, 'ruth': 294, 'ginsberg': 294, 'movie': 252, 'time': 252, 'bader': 238, 'rights': 238, 'people': 196}"
tt1893269,7.3,2018,Documentary,tt1893269,"{'kusama': 187, 'art': 163, 'artists': 109, 's': 104, 'film': 83, 'artist': 80, 'yayoi': 67, 'lenz': 64, 'documentary': 55, 'nt': 54, 'did': 49, 'watch': 41, 'way': 40, 'world': 40, 'heather': 38, 'time': 33, 'warhol': 32, 'make': 28, 'amazing': 28, 'fascinating': 27}"
tt6805366,7.6,2018,Documentary,tt6805366,"{'s': 320, 'charcoal': 200, 'man': 160, 'film': 140, 'kabwita': 120, 'town': 120, 'tree': 80, 'work': 80, 'world': 80, 'makala': 80, 'life': 80, 'house': 60, 'walks': 60, 'bicycle': 60, 'sell': 60, 'village': 60, 'documentary': 60, 'people': 60, 'shots': 60, 'night': 60}"
tt8758548,7.5,2018,Documentary,tt8758548,"{'s': 603, 'keaton': 513, 'buster': 431, 'film': 251, 'nt': 243, 'documentary': 234, 'great': 234, 'bogdanovich': 171, 'clips': 143, 'silent': 125, 'life': 117, 'films': 117, 'talking': 108, 'make': 107, 'man': 99, 'movie': 99, 'did': 90, 'made': 81, 'work': 81, 'movies': 81}"
tt6848736,7.7,2018,Documentary,tt6848736,"{'s': 56, 'documentary': 48, 'film': 40, 'families': 40, 'method': 40, 'different': 32, 'rpm': 32, 'communication': 32, 'based': 32, 'stories': 24, 'life': 24, 'children': 24, 'way': 24, 'thought': 24, 'did': 24, 'facilitator': 24, 'highly': 24, 'solomon': 24, 'book': 24, 'evidence': 24}"
tt5773986,7.0,2018,Documentary,tt5773986,"{'s': 338, 'studio': 318, '54': 318, 'documentary': 251, 'club': 164, 'nt': 153, 'rubell': 132, 'time': 121, 'schrager': 110, 'disco': 110, 'people': 109, 'night': 98, 'era': 97, 'made': 88, 'did': 88, 'ian': 87, 'celebrity': 76, 'fall': 75, 'nightclub': 66, 'years': 66}"
tt3041550,7.5,2018,Documentary,tt3041550,"{'s': 360, 'mia': 264, 'sri': 192, 'film': 180, 'maya': 156, 'music': 156, 'documentary': 132, 'lanka': 132, 'war': 132, 'footage': 108, 'matangi': 96, 'tamil': 84, 'pop': 84, 'civil': 72, 'lankan': 60, 'make': 60, 'years': 60, 'young': 60, 'super': 60, 'bowl': 60}"
tt3147692,6.2,2018,Documentary,tt3147692,"{'show': 100, 'good': 100, 's': 90, 'series': 90, 'season': 80, 'movie': 80, 'scenes': 70, 'episode': 60, '2': 60, 'shots': 50, 'action': 50, 'take': 50, 'did': 50, 'time': 50, 'movies': 50, '1': 40, 'characters': 40, 'two': 40, '12': 40, 'great': 40}"
tt2180351,7.4,2018,Documentary,tt2180351,"{'s': 302, 'film': 268, 'meat': 263, 'farming': 254, 'animals': 252, 'food': 250, 'nt': 171, 'factory': 159, 'movie': 159, 'animal': 140, 'farmers': 112, 'traditional': 111, 'industry': 96, 'people': 95, 'way': 95, 'documentary': 94, 'portman': 79, 'eat': 78, 'farms': 78, 'good': 78}"
tt7689926,6.9,2018,Documentary,tt7689926,"{'nt': 273, 'family': 217, 's': 195, 'time': 119, 'crime': 119, 'did': 118, 'film': 117, 'documentary': 115, 'movie': 106, 'years': 105, 'sentence': 96, 'mother': 87, 'children': 86, '15': 83, 'kids': 74, 'sentencing': 66, 'husband': 65, 'crimes': 65, 'drug': 64, 'love': 63}"
tt6186232,7.4,2018,Documentary,tt6186232,"{'perlman': 380, 's': 280, 'itzhak': 240, 'film': 160, 'documentary': 140, 'wonderful': 120, 'scene': 120, 'time': 120, 'music': 120, 'violin': 120, 'screen': 100, 'movie': 100, 'man': 80, 'wife': 80, 'chernick': 80, 'nt': 80, 'schindler': 80, 'list': 80, 'watch': 60, 'life': 60}"
tt8135494,7.7,2018,Documentary,tt8135494,"{'s': 481, 'documentary': 331, 'trump': 314, 'russia': 294, 'nt': 259, 'watch': 238, 'people': 223, 'russian': 169, 'film': 165, 'putin': 165, 've': 131, 'know': 129, 'world': 129, 'events': 129, 'years': 114, 'movie': 111, 'information': 110, 'active': 108, 'measures': 108, 'story': 76}"
tt7457716,7.0,2018,Documentary,tt7457716,"{'music': 500, 'band': 500, 's': 360, 'aronsohn': 180, 'magic': 180, 'film': 160, 'lee': 140, 'history': 140, 'years': 120, 'movie': 120, 'story': 120, 'favorite': 100, 'colorado': 100, 'watch': 100, 'time': 80, 'members': 80, 'different': 80, 'breakup': 80, 'jam': 80, 'loved': 80}"
tt7215388,7.2,2018,Documentary,tt7215388,"{'chinese': 174, 'china': 126, 'documentary': 126, 'companies': 120, 's': 102, 'people': 96, 'nt': 78, 'film': 60, 'good': 60, 'stock': 54, 'short': 54, 'know': 54, 'story': 48, 'make': 48, 'movie': 48, 'going': 48, 'fraud': 48, 'money': 42, 'end': 42, 'american': 42}"
tt2773246,6.7,2018,Documentary,tt2773246,"{'scotty': 937, 's': 696, 'hollywood': 502, 'documentary': 329, 'bowers': 314, 'film': 284, 'sexual': 258, 'stars': 219, 'gay': 206, 'people': 181, 'nt': 178, 'life': 169, 'old': 125, 'movie': 125, 'hepburn': 115, 'time': 115, 'man': 114, 'pimp': 114, 'service': 114, 'sex': 112}"
tt7218804,6.8,2018,Documentary,tt7218804,"{'s': 320, 'andre': 260, 'fashion': 180, 'film': 160, 'life': 120, 'industry': 100, 'alt': 80, 'nt': 60, 'best': 60, 'leon': 60, 'talley': 60, 'figure': 60, 'learn': 60, 'black': 60, 'man': 60, 'reason': 60, 'couture': 60, 'say': 60, 'changed': 60, 'great': 60}"
tt7215444,6.6,2018,Documentary,tt7215444,"{'s': 222, 'obama': 202, 'documentary': 109, 'president': 109, 'administration': 92, 'trump': 73, 'final': 68, 'nt': 65, 'world': 57, 'look': 53, 'team': 51, 'shows': 42, 'country': 39, 'people': 39, 'did': 38, 'interesting': 37, 'foreign': 36, 'ben': 36, 'rhodes': 36, 'make': 33}"
tt6333084,6.8,2018,Documentary,tt6333084,"{'build': 100, 'cup': 100, 'workers': 80, 'football': 60, 'world': 60, 'working': 60, 'film': 40, 'construction': 40, 'severe': 40, 'conditions': 40, 'happy': 40, 'slaves': 40, 'country': 40, 'family': 40, 'exploiting': 20, 'africa': 20, 'asia': 20, 'coming': 20, 'grounds': 20, 'scandalous': 20}"
tt1872194,7.4,2018,Documentary,tt1872194,"{'s': 1705, 'film': 1296, 'downey': 1241, 'judge': 994, 'duvall': 993, 'robert': 957, 'nt': 795, 'father': 735, 'hank': 718, 'jr': 667, 'family': 507, 'story': 443, 'movie': 441, 'good': 393, 'drama': 392, 'great': 369, 'palmer': 361, 'town': 359, 'man': 359, 'two': 327}"
tt6296764,6.8,2018,Documentary,tt6296764,"{'film': 123, 'nt': 85, 'grandmother': 79, 'grandma': 72, 'documentary': 56, 'think': 52, 'mother': 52, 's': 49, 'family': 46, 'movie': 46, 'filmmakers': 39, 'did': 39, 'camera': 38, 'feel': 37, 'try': 35, 'love': 35, 'liked': 34, 'understand': 32, 'loved': 28, 'left': 28}"
tt6235786,6.4,2018,Documentary,tt6235786,"{'s': 278, 'movie': 264, 'car': 241, 'road': 217, 'russian': 183, 'videos': 121, 'russia': 99, 'roads': 99, 'drivers': 76, 'film': 75, 'look': 73, 'people': 72, 'driver': 72, 'youtube': 72, 'dashcams': 64, 'word': 61, 'police': 61, 'compilation': 61, 'dashcam': 60, 'nt': 60}"
tt2877296,7.0,2018,Documentary,tt2877296,"{'film': 154, 'louisiana': 96, 'nt': 84, 'people': 81, 'part': 70, 'rodents': 69, 'culture': 69, 'nutria': 68, 'story': 56, 'unusual': 55, 'size': 55, 'documentary': 54, 'environmental': 42, 'human': 42, 'truly': 42, 'love': 41, 'beautifully': 41, 'did': 40, 'fantastic': 28, 'rous': 28}"
tt4378628,6.2,2018,Documentary,tt4378628,"{'s': 100, 'documentary': 100, 'nt': 60, 'fashion': 60, 'interviewed': 60, 'clear': 60, 'worth': 40, 'great': 40, 'vivienne': 40, 'real': 40, 'watching': 40, 'truth': 40, 'time': 40, 'ups': 40, 'know': 40, 'best': 40, 'westwood': 40, 'word': 40, 'felt': 40, 'background': 40}"
tt5644050,7.6,2018,Documentary,tt5644050,"{'dogs': 1280, 'litter': 820, 'guide': 580, 'film': 540, 'pick': 520, 'dog': 520, 's': 320, 'training': 320, 'documentary': 280, 'puppies': 260, 'great': 220, 'blind': 220, 'nt': 220, 'movie': 200, 'people': 200, 'five': 200, 'puppy': 200, 'love': 180, 'good': 180, 'story': 180}"
tt6848624,6.8,2018,Documentary,tt6848624,"{'s': 160, 'animation': 140, 'life': 100, 'movie': 100, 'documentary': 100, 'man': 100, 'miyazaki': 80, 'nt': 80, 'hayao': 80, 'human': 60, 'time': 60, 'times': 60, 'interesting': 40, 'intimate': 40, 'film': 40, 'work': 40, 'know': 40, 'knew': 40, 'films': 40, '2d': 40}"
tt6915100,6.5,2018,Documentary,tt6915100,"{'francis': 1941, 'pope': 1579, 's': 722, 'film': 704, 'man': 554, 'movie': 514, 'wenders': 494, 'world': 439, 'documentary': 420, 'message': 400, 'assisi': 343, 'people': 305, 'good': 268, 'life': 248, 'poverty': 247, 'church': 247, 'word': 210, 'nt': 209, 'st': 209, 'love': 191}"
tt8066972,6.9,2018,Documentary,tt8066972,"{'s': 19, 'documentary': 17, 'footage': 10, 'film': 7, 'nt': 7, 'saudi': 7, 'al': 7, 'qaeda': 7, 'people': 6, 'terrorist': 5, 'laughing': 5, 'look': 5, 'enjoyed': 4, 'joking': 4, 're': 4, 'young': 4, 'religion': 4, 'years': 4, 'lived': 4, 'time': 4}"
tt5275884,7.0,2018,Documentary,tt5275884,"{'beaton': 280, 'cecil': 140, 'documentary': 100, 'film': 100, 'life': 80, 'time': 80, 'nt': 80, 'watch': 80, 'talented': 60, 'world': 60, 'focus': 60, 'guess': 60, 'think': 60, 'old': 60, 's': 60, 'interesting': 60, 'career': 40, 'costume': 40, 'designer': 40, 'thought': 40}"
tt7689956,6.6,2018,Documentary,tt7689956,"{'s': 280, 'flynn': 260, 'mother': 240, 'documentary': 180, 'passion': 100, 'cooking': 100, 'meg': 80, 'son': 80, 'shows': 80, 'family': 80, 'film': 80, 'young': 80, 'story': 80, 'food': 60, 'partner': 60, 'total': 60, 'examples': 60, 'kid': 60, 'camera': 60, 'movie': 60}"
tt7057306,6.4,2018,Documentary,tt7057306,"{'s': 105, 'movie': 85, 'gardens': 79, 'grey': 72, 'beard': 63, 'footage': 63, 'edie': 57, 'nt': 57, 'film': 49, 'lee': 42, 'big': 36, 'people': 28, 'peter': 28, 'old': 28, 'capote': 21, 'home': 21, 'radziwill': 21, 'beales': 21, 'interesting': 21, 'insight': 15}"
tt6152554,7.3,2018,Documentary,tt6152554,"{'ai': 559, 's': 403, 'documentary': 247, 'nt': 221, 'people': 182, 'musk': 143, 'film': 143, 'intelligence': 130, 'things': 130, 'watch': 104, 'future': 104, 'artificial': 91, 'years': 91, 'make': 91, 'google': 91, 'life': 78, 'understand': 78, 'know': 78, 'end': 78, 'human': 78}"
tt8106160,6.2,2018,Documentary,tt8106160,"{'people': 198, 'media': 165, 's': 145, 'social': 144, 'nt': 123, 'film': 122, 'life': 112, 'documentary': 111, 'paris': 110, 'movie': 80, 'lives': 78, 'famous': 78, 'hilton': 77, 'way': 68, 'fame': 67, 'internet': 57, 'time': 56, 'feel': 55, 'american': 55, 'did': 55}"
tt8106570,6.3,2018,Documentary,tt8106570,"{'black': 331, 'nt': 307, 's': 266, 'think': 185, 'rachel': 174, 'documentary': 142, 'white': 129, 'story': 113, 'woman': 104, 'did': 99, 'feel': 98, 'person': 91, 'dolezal': 84, 'life': 83, 'social': 76, 'people': 75, 'interesting': 74, 'family': 72, 'good': 67, 'find': 61}"
tt6803974,6.7,2018,Documentary,tt6803974,"{'israeli': 340, 's': 220, 'gitai': 200, 'west': 180, 'israel': 180, 'film': 160, 'bank': 120, 'palestinians': 100, 'years': 100, 'arab': 100, 'right': 80, 'rabin': 80, 'w': 80, 'jordan': 60, 'river': 60, 'non': 60, 'profit': 60, 'palestinian': 60, 'occupied': 60, 'political': 60}"
tt5268348,6.7,2018,Documentary,tt5268348,"{'s': 320, 'wealth': 293, 'greenfield': 248, 'film': 169, 'people': 135, 'documentary': 134, 'lauren': 117, 'movie': 115, 'generation': 106, 'family': 105, 'personal': 102, 'interesting': 97, 'subject': 95, 'life': 90, 'filmmaker': 87, 'self': 87, 'work': 80, 'money': 79, 'nt': 79, 'mother': 79}"
tt8420442,5.6,2018,Documentary,tt8420442,"{'s': 298, 'trump': 221, 'stern': 190, 'nt': 138, 'film': 126, 'people': 118, 'democrat': 100, 'liberal': 83, 'hillary': 81, 'states': 74, 'country': 73, 'watch': 67, 'side': 64, 'election': 64, 'obama': 63, 'biased': 55, 'understand': 55, 'political': 54, 'americans': 54, 'views': 54}"
tt4151320,6.4,2018,Documentary,tt4151320,"{'carlyle': 141, 'hotel': 96, 'people': 83, 's': 71, 'nt': 71, 'guests': 68, 'celebrities': 60, 'documentary': 59, 'new': 46, 'york': 46, 'tell': 46, 'stories': 45, 'story': 45, 'wo': 36, 'piece': 36, 're': 36, 'old': 35, 'music': 35, 'george': 35, 'long': 35}"
