Movie ID,Total word count,Verb Count,Noun Count,Adjective Count,Adverb Count,Pronoun Count
tt6212478,66607,6879,11446,5726,4629,5646
tt6213284,32322,3176,5579,2763,1741,2727
tt6215208,36387,4571,5401,2713,2230,4058
tt6217306,24886,2570,4148,2090,1401,2147
tt6217608,56640,5645,10195,4260,2760,4884
tt6217926,117758,11139,19112,9129,7111,10433
tt6218358,39015,4441,6203,3412,2507,3915
tt6219314,30291,3155,4753,2758,1886,3196
tt6223806,120863,11835,20319,10454,6642,8915
tt6235786,31411,3031,6338,2307,1596,2090
tt6241872,38506,3643,6915,3286,2150,3383
tt6246322,31344,3330,5286,2712,1716,2946
tt6251390,13338,1320,2202,1254,702,1218
tt6256978,68125,7115,12279,4588,3641,5616
tt6257174,37984,4312,6184,3144,2320,3664
tt6263618,6178,534,1058,521,417,528
tt6264654,33918,3222,5262,2664,2166,3180
tt6266538,145392,13488,21728,11440,8144,11776
tt6269368,54559,5991,8742,3670,3333,6020
tt6280608,30485,3084,5160,2533,1578,2550
tt6285944,42058,4418,6388,3433,2397,4287
tt6288124,27372,2718,4266,2106,1710,2634
